id,value,date
1580,15.4,2019-09-27
1580,15,2019-09-28
1580,15.7,2019-09-29
1580,15.5,2019-09-30
1580,15.1,2019-10-01
1580,12.6,2019-10-02
1580,10,2019-10-03
1580,10.2,2019-10-04
1580,10.9,2019-10-05
1580,8.6,2019-10-06
1580,10.1,2019-10-07
1580,12.6,2019-10-08
1580,11.4,2019-10-09
1580,11.8,2019-10-10
1580,12.2,2019-10-11
1580,15.5,2019-10-12
1580,17.5,2019-10-13
1580,17,2019-10-14
1580,14.5,2019-10-15
1580,13,2019-10-16
1580,14.1,2019-10-17
1580,13.2,2019-10-18
1580,12.7,2019-10-19
1580,14.5,2019-10-20
1580,14.4,2019-10-21
1580,12.8,2019-10-22
1580,12,2019-10-23
1580,14.1,2019-10-24
1580,12.8,2019-10-25
1580,11.1,2019-10-26
1580,9.2,2019-10-27
1580,6.2,2019-10-28
1580,6.9,2019-10-29
1580,5.5,2019-10-30
1580,5.2,2019-10-31
1580,5.7,2019-11-01
1580,12.9,2019-11-02
1580,11.8,2019-11-03
1580,10.2,2019-11-04
1580,9.2,2019-11-05
1580,9.1,2019-11-06
1580,8,2019-11-07
1580,5.9,2019-11-08
1580,5.9,2019-11-09
1580,2.7,2019-11-10
1580,3.3,2019-11-11
1580,5.1,2019-11-12
1580,4.1,2019-11-13
1580,5.5,2019-11-14
1580,5.2,2019-11-15
1580,3.2,2019-11-16
1580,4.7,2019-11-17
1580,4.4,2019-11-18
1580,4.8,2019-11-19
1580,2.9,2019-11-20
1580,2.1,2019-11-21
1580,3.8,2019-11-22
1580,7.3,2019-11-23
1580,5.3,2019-11-24
1580,4.4,2019-11-25
1580,7.4,2019-11-26
1580,9.6,2019-11-27
1580,10.1,2019-11-28
1580,6.4,2019-11-29
1580,3.2,2019-11-30
1580,2.8,2019-12-01
1580,3,2019-12-02
1580,3.8,2019-12-03
1580,2.5,2019-12-04
1580,-1,2019-12-05
1580,2.2,2019-12-06
1580,8.2,2019-12-07
1580,9.4,2019-12-08
1580,7.6,2019-12-09
1580,3.3,2019-12-10
1580,1.8,2019-12-11
1580,3.1,2019-12-12
1580,3.2,2019-12-13
1580,7,2019-12-14
1580,7.6,2019-12-15
1580,7.1,2019-12-16
1580,7.9,2019-12-17
1580,8.3,2019-12-18
1580,4.5,2019-12-19
1580,4.4,2019-12-20
1580,5.3,2019-12-21
1580,7.3,2019-12-22
1580,8.1,2019-12-23
1580,7.6,2019-12-24
1580,7,2019-12-25
1580,3.5,2019-12-26
1580,5.1,2019-12-27
1580,0.9,2019-12-28
1580,-0.4,2019-12-29
1580,-0.3,2019-12-30
1580,-0.5,2019-12-31
1580,1.4,2020-01-01
1580,0,2020-01-02
1580,5.3,2020-01-03
1580,5.6,2020-01-04
1580,5.9,2020-01-05
1580,0.4,2020-01-06
1580,3.9,2020-01-07
1580,5.3,2020-01-08
1580,8.8,2020-01-09
1580,8.3,2020-01-10
1580,3.5,2020-01-11
1580,3.2,2020-01-12
1580,5.8,2020-01-13
1580,8.2,2020-01-14
1580,10.6,2020-01-15
1580,8.3,2020-01-16
1580,3.7,2020-01-17
1580,4.1,2020-01-18
1580,3.8,2020-01-19
1580,4.2,2020-01-20
1580,0.5,2020-01-21
1580,-2.1,2020-01-22
1580,1.2,2020-01-23
1580,0.4,2020-01-24
1580,0.6,2020-01-25
1580,1.5,2020-01-26
1580,4.8,2020-01-27
1580,5.3,2020-01-28
1580,4.7,2020-01-29
1580,6.9,2020-01-30
1580,12.5,2020-01-31
1580,11.4,2020-02-01
1580,9.9,2020-02-02
1580,10.4,2020-02-03
1580,5.2,2020-02-04
1580,4.4,2020-02-05
1580,1.3,2020-02-06
1580,1.4,2020-02-07
1580,1.2,2020-02-08
1580,6.9,2020-02-09
1580,8.7,2020-02-10
1580,5.9,2020-02-11
1580,4.4,2020-02-12
1580,3.6,2020-02-13
1580,6.5,2020-02-14
1580,5.7,2020-02-15
1580,13.3,2020-02-16
1580,8.3,2020-02-17
1580,7.1,2020-02-18
1580,6.1,2020-02-19
1580,7.5,2020-02-20
1580,5.7,2020-02-21
1580,7.2,2020-02-22
1580,10.9,2020-02-23
1580,7.9,2020-02-24
1580,8.6,2020-02-25
1580,4.3,2020-02-26
1580,2.6,2020-02-27
1580,4.6,2020-02-28
1580,8.5,2020-02-29
1580,7.6,2020-03-01
1580,6.1,2020-03-02
1580,5.2,2020-03-03
1580,4.5,2020-03-04
1580,5.4,2020-03-05
1580,6.5,2020-03-06
1580,5.8,2020-03-07
1580,8.5,2020-03-08
1580,7.9,2020-03-09
1580,9.2,2020-03-10
1580,14.2,2020-03-11
1580,11.1,2020-03-12
1580,7.4,2020-03-13
1580,5.8,2020-03-14
1580,8.6,2020-03-15
1580,10.1,2020-03-16
1580,11.9,2020-03-17
1580,9.9,2020-03-18
1580,11.2,2020-03-19
1580,12.4,2020-03-20
1580,5.8,2020-03-21
1580,4.9,2020-03-22
1580,3.6,2020-03-23
1580,3.9,2020-03-24
1580,5.2,2020-03-25
1580,6.4,2020-03-26
1580,10.1,2020-03-27
1580,12,2020-03-28
1580,5.3,2020-03-29
1580,4.2,2020-03-30
1580,5.9,2020-03-31
1580,4.5,2020-04-01
1580,6.8,2020-04-02
1580,7.6,2020-04-03
1580,7.7,2020-04-04
1580,11.7,2020-04-05
1580,13.2,2020-04-06
1580,15.6,2020-04-07
1580,15.5,2020-04-08
1580,16.5,2020-04-09
1580,16.3,2020-04-10
1580,14.7,2020-04-11
1580,15.2,2020-04-12
1580,9.6,2020-04-13
1580,6.5,2020-04-14
1580,8.7,2020-04-15
1580,13.9,2020-04-16
1580,16.5,2020-04-17
1580,15.6,2020-04-18
1580,14.1,2020-04-19
1580,14.3,2020-04-20
1580,15.8,2020-04-21
1580,16.6,2020-04-22
1580,15.3,2020-04-23
1580,15.1,2020-04-24
1580,12.8,2020-04-25
1580,13,2020-04-26
1580,14.6,2020-04-27
1580,13.3,2020-04-28
1580,14.1,2020-04-29
1580,12.3,2020-04-30
1580,10.3,2020-05-01
1580,9.7,2020-05-02
1580,11.5,2020-05-03
1580,12.3,2020-05-04
1580,10.9,2020-05-05
1580,11,2020-05-06
1580,13.7,2020-05-07
1580,16.8,2020-05-08
1580,14.2,2020-05-09
1580,15.9,2020-05-10
1580,8,2020-05-11
1580,8.8,2020-05-12
1580,10.6,2020-05-13
1580,11,2020-05-14
1580,12.7,2020-05-15
1580,13.4,2020-05-16
1580,14.2,2020-05-17
1580,16.9,2020-05-18
1580,19.1,2020-05-19
1580,19.5,2020-05-20
1580,19.2,2020-05-21
1580,20,2020-05-22
1580,13.9,2020-05-23
1580,13.6,2020-05-24
1580,15.7,2020-05-25
1580,15.7,2020-05-26
1580,17.5,2020-05-27
1580,18.4,2020-05-28
1580,17,2020-05-29
1580,17.5,2020-05-30
1580,16.8,2020-05-31
1580,19.5,2020-06-01
1580,20.9,2020-06-02
1580,20.1,2020-06-03
1580,15,2020-06-04
259,3.8,2016-01-01
259,5.7,2016-01-02
259,6.8,2016-01-03
259,6.2,2016-01-04
259,6.4,2016-01-05
259,6,2016-01-06
259,6.9,2016-01-07
259,6.1,2016-01-08
259,5.6,2016-01-09
259,8.3,2016-01-10
259,6.4,2016-01-11
259,5.5,2016-01-12
259,4.1,2016-01-13
259,1.9,2016-01-14
259,2.1,2016-01-15
259,0.7,2016-01-16
259,-1.1,2016-01-17
259,-5.5,2016-01-18
259,-2.2,2016-01-19
259,-2.8,2016-01-20
259,-5.2,2016-01-21
259,-3.1,2016-01-22
259,4.6,2016-01-23
259,4.2,2016-01-24
259,4.4,2016-01-25
259,11,2016-01-26
259,12,2016-01-27
259,9.7,2016-01-28
259,6.6,2016-01-29
259,7.6,2016-01-30
259,8.3,2016-01-31
259,11.8,2016-02-01
259,10.7,2016-02-02
259,4.7,2016-02-03
259,4.2,2016-02-04
259,6.6,2016-02-05
259,7.3,2016-02-06
259,7.1,2016-02-07
259,9.9,2016-02-08
259,9.5,2016-02-09
259,3.6,2016-02-10
259,3.9,2016-02-11
259,2.7,2016-02-12
259,7.1,2016-02-13
259,6.1,2016-02-14
259,3.2,2016-02-15
259,1.5,2016-02-16
259,0.8,2016-02-17
259,4.1,2016-02-18
259,3.3,2016-02-19
259,6.4,2016-02-20
259,11.8,2016-02-21
259,11.3,2016-02-22
259,6.4,2016-02-23
259,2.7,2016-02-24
259,1,2016-02-25
259,0.9,2016-02-26
259,0.4,2016-02-27
259,0.9,2016-02-28
259,1.8,2016-02-29
259,3.2,2016-03-01
259,5.4,2016-03-02
259,2.9,2016-03-03
259,5.7,2016-03-04
259,5.2,2016-03-05
259,2.8,2016-03-06
259,2,2016-03-07
259,0.9,2016-03-08
259,1.6,2016-03-09
259,3.3,2016-03-10
259,2.7,2016-03-11
259,5.1,2016-03-12
259,6,2016-03-13
259,5.4,2016-03-14
259,2,2016-03-15
259,3.2,2016-03-16
259,3.2,2016-03-17
259,5.6,2016-03-18
259,3.3,2016-03-19
259,3.4,2016-03-20
259,5.9,2016-03-21
259,5.3,2016-03-22
259,4.7,2016-03-23
259,4.6,2016-03-24
259,6.9,2016-03-25
259,10.5,2016-03-26
259,7.4,2016-03-27
259,10.1,2016-03-28
259,10.8,2016-03-29
259,12.4,2016-03-30
259,10.6,2016-03-31
259,8.1,2016-04-01
259,8.6,2016-04-02
259,12.6,2016-04-03
259,12.5,2016-04-04
259,11.1,2016-04-05
259,12.1,2016-04-06
259,9.3,2016-04-07
259,6.9,2016-04-08
259,7.6,2016-04-09
259,10.5,2016-04-10
259,11,2016-04-11
259,12,2016-04-12
259,10.9,2016-04-13
259,11.9,2016-04-14
259,10.9,2016-04-15
259,12.5,2016-04-16
259,8.3,2016-04-17
259,6.1,2016-04-18
259,8,2016-04-19
259,9.5,2016-04-20
259,11.5,2016-04-21
259,14.3,2016-04-22
259,8.7,2016-04-23
259,5.3,2016-04-24
259,4.8,2016-04-25
259,5.2,2016-04-26
259,4.4,2016-04-27
259,5.3,2016-04-28
259,8.2,2016-04-29
259,8.8,2016-04-30
259,7,2016-05-01
259,11.4,2016-05-02
259,8.8,2016-05-03
259,9.1,2016-05-04
259,11.5,2016-05-05
259,15.1,2016-05-06
259,16.7,2016-05-07
259,16.2,2016-05-08
259,16.7,2016-05-09
259,16.9,2016-05-10
259,14.9,2016-05-11
259,12.9,2016-05-12
259,13.2,2016-05-13
259,11.9,2016-05-14
259,8.9,2016-05-15
259,8.4,2016-05-16
259,11.5,2016-05-17
259,13.4,2016-05-18
259,11.7,2016-05-19
259,14,2016-05-20
259,16.7,2016-05-21
259,16.5,2016-05-22
259,10,2016-05-23
259,11.3,2016-05-24
259,13.4,2016-05-25
259,16.8,2016-05-26
259,19.3,2016-05-27
259,19.8,2016-05-28
259,15.7,2016-05-29
259,15.2,2016-05-30
259,16,2016-05-31
259,16.1,2016-06-01
259,15.7,2016-06-02
259,16.2,2016-06-03
259,15.9,2016-06-04
259,17.6,2016-06-05
259,19.1,2016-06-06
259,19.1,2016-06-07
259,17.1,2016-06-08
259,17.9,2016-06-09
259,17.9,2016-06-10
259,17,2016-06-11
259,15.7,2016-06-12
259,15.4,2016-06-13
259,14.3,2016-06-14
259,14.4,2016-06-15
259,14.2,2016-06-16
259,14.4,2016-06-17
259,15.6,2016-06-18
259,14.8,2016-06-19
259,16.1,2016-06-20
259,17.6,2016-06-21
259,22.3,2016-06-22
259,25,2016-06-23
259,25.8,2016-06-24
259,19.3,2016-06-25
259,17.2,2016-06-26
259,17.5,2016-06-27
259,20.1,2016-06-28
259,21.1,2016-06-29
259,19.4,2016-06-30
259,20.9,2016-07-01
259,17.2,2016-07-02
259,16.6,2016-07-03
259,18.9,2016-07-04
259,19.9,2016-07-05
259,19.3,2016-07-06
259,18.8,2016-07-07
259,21.4,2016-07-08
259,23.1,2016-07-09
259,23.6,2016-07-10
259,23.7,2016-07-11
259,18.2,2016-07-12
259,14.4,2016-07-13
259,12.9,2016-07-14
259,14.1,2016-07-15
259,16.6,2016-07-16
259,20,2016-07-17
259,22.3,2016-07-18
259,23.7,2016-07-19
259,25.1,2016-07-20
259,23.5,2016-07-21
259,19.7,2016-07-22
259,20.4,2016-07-23
259,21.6,2016-07-24
259,22.3,2016-07-25
259,22.6,2016-07-26
259,21.4,2016-07-27
259,20.3,2016-07-28
259,21.5,2016-07-29
259,22.3,2016-07-30
259,19.3,2016-07-31
259,18.4,2016-08-01
259,18,2016-08-02
259,21.2,2016-08-03
259,19.6,2016-08-04
259,15.8,2016-08-05
259,17.8,2016-08-06
259,18.7,2016-08-07
259,21.1,2016-08-08
259,17,2016-08-09
259,14.6,2016-08-10
259,13.8,2016-08-11
259,19.1,2016-08-12
259,19.9,2016-08-13
259,21.3,2016-08-14
259,21.6,2016-08-15
259,20.8,2016-08-16
259,20.6,2016-08-17
259,17.3,2016-08-18
259,19.7,2016-08-19
259,17.1,2016-08-20
259,16.3,2016-08-21
259,17.9,2016-08-22
259,19.5,2016-08-23
259,21.6,2016-08-24
259,23,2016-08-25
259,24.7,2016-08-26
259,24.6,2016-08-27
259,26,2016-08-28
259,20.2,2016-08-29
259,19.7,2016-08-30
259,19.7,2016-08-31
259,20.7,2016-09-01
259,19.2,2016-09-02
259,19.5,2016-09-03
259,18.7,2016-09-04
259,16.5,2016-09-05
259,16.8,2016-09-06
259,17.3,2016-09-07
259,20.3,2016-09-08
259,20.3,2016-09-09
259,20.5,2016-09-10
259,20.7,2016-09-11
259,21.2,2016-09-12
259,21.6,2016-09-13
259,21.4,2016-09-14
259,17.4,2016-09-15
259,15.7,2016-09-16
259,15.1,2016-09-17
259,14.1,2016-09-18
259,15.3,2016-09-19
259,12.9,2016-09-20
259,13.3,2016-09-21
259,12.6,2016-09-22
259,14,2016-09-23
259,13.3,2016-09-24
259,16.2,2016-09-25
259,15.6,2016-09-26
259,16,2016-09-27
259,15.3,2016-09-28
259,16.6,2016-09-29
259,15.8,2016-09-30
259,15.5,2016-10-01
259,13.4,2016-10-02
259,12.7,2016-10-03
259,10.9,2016-10-04
259,7.9,2016-10-05
259,6.4,2016-10-06
259,9.7,2016-10-07
259,8.8,2016-10-08
259,7.3,2016-10-09
259,6.3,2016-10-10
259,6.2,2016-10-11
259,4.4,2016-10-12
259,4.5,2016-10-13
259,7.5,2016-10-14
259,10.8,2016-10-15
259,9.6,2016-10-16
259,12.3,2016-10-17
259,13.4,2016-10-18
259,10.2,2016-10-19
259,9,2016-10-20
259,8.2,2016-10-21
259,6.1,2016-10-22
259,5.7,2016-10-23
259,11.6,2016-10-24
259,13.6,2016-10-25
259,10.5,2016-10-26
259,7.5,2016-10-27
259,6.2,2016-10-28
259,8.8,2016-10-29
259,5.9,2016-10-30
259,5.3,2016-10-31
259,8.9,2016-11-01
259,9.2,2016-11-02
259,3.2,2016-11-03
259,5.9,2016-11-04
259,10.8,2016-11-05
259,5.4,2016-11-06
259,2.3,2016-11-07
259,0.9,2016-11-08
259,5.3,2016-11-09
259,7,2016-11-10
259,5.3,2016-11-11
259,2.3,2016-11-12
259,3.1,2016-11-13
259,1.2,2016-11-14
259,5,2016-11-15
259,9.8,2016-11-16
259,11.3,2016-11-17
259,12,2016-11-18
259,6.2,2016-11-19
259,11.3,2016-11-20
259,7.6,2016-11-21
259,7.9,2016-11-22
259,6.4,2016-11-23
259,6.2,2016-11-24
259,6.1,2016-11-25
259,6.7,2016-11-26
259,5.7,2016-11-27
259,1.3,2016-11-28
259,-4.1,2016-11-29
259,-1.5,2016-11-30
259,-1.5,2016-12-01
259,-1.7,2016-12-02
259,-1.2,2016-12-03
259,-3.4,2016-12-04
259,-3,2016-12-05
259,-3,2016-12-06
259,-2.9,2016-12-07
259,0.8,2016-12-08
259,6.5,2016-12-09
259,2.8,2016-12-10
259,5.1,2016-12-11
259,0.5,2016-12-12
259,-0.9,2016-12-13
259,2.1,2016-12-14
259,-1.5,2016-12-15
259,-1.6,2016-12-16
259,-0.6,2016-12-17
259,0.9,2016-12-18
259,1.2,2016-12-19
259,-1.6,2016-12-20
259,-1.6,2016-12-21
259,2.2,2016-12-22
259,5.5,2016-12-23
259,7.7,2016-12-24
259,7.7,2016-12-25
259,6.7,2016-12-26
259,0.7,2016-12-27
259,-2.5,2016-12-28
259,-3.6,2016-12-29
259,-4.9,2016-12-30
259,-5,2016-12-31
259,-1.8,2017-01-01
259,-0.7,2017-01-02
259,-2.7,2017-01-03
259,-0.4,2017-01-04
259,-3.2,2017-01-05
259,-9.7,2017-01-06
259,-6.9,2017-01-07
259,-1.6,2017-01-08
259,-0.5,2017-01-09
259,1.3,2017-01-10
259,3.2,2017-01-11
259,6.4,2017-01-12
259,1.9,2017-01-13
259,0.6,2017-01-14
259,-1.5,2017-01-15
259,-3.4,2017-01-16
259,-4.1,2017-01-17
259,-7.1,2017-01-18
259,-7.7,2017-01-19
259,-7,2017-01-20
259,-8,2017-01-21
259,-8.3,2017-01-22
259,-7.2,2017-01-23
259,-6.1,2017-01-24
259,-6.9,2017-01-25
259,-7.2,2017-01-26
259,-5.5,2017-01-27
259,-2.4,2017-01-28
259,1.6,2017-01-29
259,6.8,2017-01-30
259,7.2,2017-01-31
259,2.9,2017-02-01
259,6.1,2017-02-02
259,8.9,2017-02-03
259,6.4,2017-02-04
259,2.8,2017-02-05
259,3.9,2017-02-06
259,3.9,2017-02-07
259,3.6,2017-02-08
259,1.2,2017-02-09
259,-0.1,2017-02-10
259,2.7,2017-02-11
259,3.2,2017-02-12
259,1.2,2017-02-13
259,1.3,2017-02-14
259,4.2,2017-02-15
259,7.1,2017-02-16
259,7.3,2017-02-17
259,3,2017-02-18
259,4.6,2017-02-19
259,7.4,2017-02-20
259,10.1,2017-02-21
259,9.7,2017-02-22
259,11.6,2017-02-23
259,4.9,2017-02-24
259,0.9,2017-02-25
259,8,2017-02-26
259,10.2,2017-02-27
259,5.3,2017-02-28
259,7,2017-03-01
259,8.2,2017-03-02
259,5.9,2017-03-03
259,5.6,2017-03-04
259,7,2017-03-05
259,5.8,2017-03-06
259,5.6,2017-03-07
259,6.4,2017-03-08
259,10.4,2017-03-09
259,7.5,2017-03-10
259,5.8,2017-03-11
259,6.8,2017-03-12
259,6.3,2017-03-13
259,7.3,2017-03-14
259,8,2017-03-15
259,8.9,2017-03-16
259,12.8,2017-03-17
259,9.1,2017-03-18
259,11.6,2017-03-19
259,11.9,2017-03-20
259,10,2017-03-21
259,5.5,2017-03-22
259,9.1,2017-03-23
259,8.5,2017-03-24
259,9.2,2017-03-25
259,8.1,2017-03-26
259,9,2017-03-27
259,12,2017-03-28
259,12.7,2017-03-29
259,11.9,2017-03-30
259,14.5,2017-03-31
259,13,2017-04-01
259,11.8,2017-04-02
259,12.9,2017-04-03
259,10.8,2017-04-04
259,10.9,2017-04-05
259,8.6,2017-04-06
259,8.7,2017-04-07
259,10.8,2017-04-08
259,13.6,2017-04-09
259,16.5,2017-04-10
259,10.5,2017-04-11
259,11.8,2017-04-12
259,13.2,2017-04-13
259,11.7,2017-04-14
259,11.1,2017-04-15
259,8.4,2017-04-16
259,7.9,2017-04-17
259,4.4,2017-04-18
259,3.6,2017-04-19
259,3.8,2017-04-20
259,7,2017-04-21
259,8.5,2017-04-22
259,7.7,2017-04-23
259,9.8,2017-04-24
259,10.1,2017-04-25
259,4.4,2017-04-26
259,4.1,2017-04-27
259,6,2017-04-28
259,8.3,2017-04-29
259,10.7,2017-04-30
259,8.7,2017-05-01
259,11.2,2017-05-02
259,11.8,2017-05-03
259,9.4,2017-05-04
259,11.9,2017-05-05
259,10.2,2017-05-06
259,11.5,2017-05-07
259,9.5,2017-05-08
259,9.6,2017-05-09
259,12.1,2017-05-10
259,15.3,2017-05-11
259,15.1,2017-05-12
259,16,2017-05-13
259,15.2,2017-05-14
259,16.4,2017-05-15
259,17.1,2017-05-16
259,19.4,2017-05-17
259,18.5,2017-05-18
259,10.7,2017-05-19
259,11,2017-05-20
259,13,2017-05-21
259,16.1,2017-05-22
259,19.5,2017-05-23
259,18.3,2017-05-24
259,18,2017-05-25
259,18,2017-05-26
259,21.3,2017-05-27
259,23.3,2017-05-28
259,24.4,2017-05-29
259,23,2017-05-30
259,20.6,2017-05-31
259,20.1,2017-06-01
259,20.8,2017-06-02
259,19.6,2017-06-03
259,17.4,2017-06-04
259,16,2017-06-05
259,14.1,2017-06-06
259,12.8,2017-06-07
259,16.5,2017-06-08
259,17.7,2017-06-09
259,19.1,2017-06-10
259,21.8,2017-06-11
259,22.6,2017-06-12
259,19.1,2017-06-13
259,20.3,2017-06-14
259,23.3,2017-06-15
259,21.4,2017-06-16
259,18.4,2017-06-17
259,19.9,2017-06-18
259,22.6,2017-06-19
259,25.7,2017-06-20
259,26.5,2017-06-21
259,27.5,2017-06-22
259,27.1,2017-06-23
259,22.7,2017-06-24
259,21.9,2017-06-25
259,22.8,2017-06-26
259,21.7,2017-06-27
259,19.2,2017-06-28
259,17.2,2017-06-29
259,17.8,2017-06-30
259,15.6,2017-07-01
259,16,2017-07-02
259,18.9,2017-07-03
259,21.1,2017-07-04
259,22.6,2017-07-05
259,25.1,2017-07-06
259,25.4,2017-07-07
259,26.6,2017-07-08
259,21.4,2017-07-09
259,20.6,2017-07-10
259,19.7,2017-07-11
259,20.5,2017-07-12
259,19.2,2017-07-13
259,18.9,2017-07-14
259,17.4,2017-07-15
259,19.4,2017-07-16
259,21.9,2017-07-17
259,23.6,2017-07-18
259,26,2017-07-19
259,23.3,2017-07-20
259,21.2,2017-07-21
259,20.7,2017-07-22
259,18.8,2017-07-23
259,16.4,2017-07-24
259,15.2,2017-07-25
259,16.5,2017-07-26
259,18.9,2017-07-27
259,19.1,2017-07-28
259,21.6,2017-07-29
259,23.8,2017-07-30
259,22.7,2017-07-31
259,22.3,2017-08-01
259,23.6,2017-08-02
259,25.8,2017-08-03
259,22.9,2017-08-04
259,21.2,2017-08-05
259,19,2017-08-06
259,18.4,2017-08-07
259,17.6,2017-08-08
259,17.5,2017-08-09
259,13.4,2017-08-10
259,13.6,2017-08-11
259,16.4,2017-08-12
259,19.6,2017-08-13
259,20,2017-08-14
259,22.5,2017-08-15
259,21.2,2017-08-16
259,21.9,2017-08-17
259,20.3,2017-08-18
259,17.7,2017-08-19
259,15.6,2017-08-20
259,16.2,2017-08-21
259,18.9,2017-08-22
259,20.3,2017-08-23
259,21.6,2017-08-24
259,21,2017-08-25
259,24.4,2017-08-26
259,21.7,2017-08-27
259,21.2,2017-08-28
259,21.6,2017-08-29
259,23.2,2017-08-30
259,16.5,2017-08-31
259,14.6,2017-09-01
259,12.4,2017-09-02
259,13.8,2017-09-03
259,15.8,2017-09-04
259,21,2017-09-05
259,18.3,2017-09-06
259,15.5,2017-09-07
259,15.4,2017-09-08
259,15.2,2017-09-09
259,14.4,2017-09-10
259,14.8,2017-09-11
259,14,2017-09-12
259,18.2,2017-09-13
259,14.2,2017-09-14
259,12.8,2017-09-15
259,9.7,2017-09-16
259,10,2017-09-17
259,11.3,2017-09-18
259,11.2,2017-09-19
259,11.2,2017-09-20
259,11,2017-09-21
259,12.9,2017-09-22
259,13.5,2017-09-23
259,13.4,2017-09-24
259,12.1,2017-09-25
259,13.4,2017-09-26
259,15.5,2017-09-27
259,15.5,2017-09-28
259,17.2,2017-09-29
259,14.3,2017-09-30
259,11,2017-10-01
259,15.5,2017-10-02
259,14.3,2017-10-03
259,10.7,2017-10-04
259,14.9,2017-10-05
259,9.1,2017-10-06
259,10,2017-10-07
259,10.8,2017-10-08
259,11.2,2017-10-09
259,12.7,2017-10-10
259,14.2,2017-10-11
259,15.4,2017-10-12
259,13,2017-10-13
259,12.9,2017-10-14
259,13.5,2017-10-15
259,14,2017-10-16
259,13.1,2017-10-17
259,13.3,2017-10-18
259,12.5,2017-10-19
259,15.1,2017-10-20
259,16.6,2017-10-21
259,10.1,2017-10-22
259,9.3,2017-10-23
259,12.1,2017-10-24
259,12.9,2017-10-25
259,14.3,2017-10-26
259,12.3,2017-10-27
259,7.3,2017-10-28
259,8.6,2017-10-29
259,4.2,2017-10-30
259,2.7,2017-10-31
259,5.4,2017-11-01
259,11.8,2017-11-02
259,10.5,2017-11-03
259,11.8,2017-11-04
259,9,2017-11-05
259,5.1,2017-11-06
259,4.6,2017-11-07
259,5.5,2017-11-08
259,5.8,2017-11-09
259,6.2,2017-11-10
259,8.6,2017-11-11
259,8.3,2017-11-12
259,3.5,2017-11-13
259,1.4,2017-11-14
259,0.1,2017-11-15
259,0.7,2017-11-16
259,2.3,2017-11-17
259,4.5,2017-11-18
259,3.6,2017-11-19
259,3.3,2017-11-20
259,8.9,2017-11-21
259,9.2,2017-11-22
259,9.6,2017-11-23
259,13.6,2017-11-24
259,6.5,2017-11-25
259,2.7,2017-11-26
259,4.8,2017-11-27
259,4.6,2017-11-28
259,2.8,2017-11-29
259,1.6,2017-11-30
259,0.4,2017-12-01
259,-0.9,2017-12-02
259,-1.2,2017-12-03
259,1.7,2017-12-04
259,3.4,2017-12-05
259,0.8,2017-12-06
259,3.7,2017-12-07
259,4,2017-12-08
259,-0.5,2017-12-09
259,4.9,2017-12-10
259,7.7,2017-12-11
259,3.4,2017-12-12
259,4.4,2017-12-13
259,5.8,2017-12-14
259,4.9,2017-12-15
259,2.4,2017-12-16
259,1.3,2017-12-17
259,1.3,2017-12-18
259,1.9,2017-12-19
259,2.8,2017-12-20
259,4.9,2017-12-21
259,7.3,2017-12-22
259,6.5,2017-12-23
259,5.1,2017-12-24
259,2.4,2017-12-25
259,5.2,2017-12-26
259,6.5,2017-12-27
259,1.4,2017-12-28
259,2.8,2017-12-29
259,9.4,2017-12-30
259,13.1,2017-12-31
259,7.8,2018-01-01
259,6.1,2018-01-02
259,9,2018-01-03
259,10.1,2018-01-04
259,10.5,2018-01-05
259,8.1,2018-01-06
259,6.7,2018-01-07
259,4.3,2018-01-08
259,5.8,2018-01-09
259,4.9,2018-01-10
259,4.4,2018-01-11
259,3.1,2018-01-12
259,0.9,2018-01-13
259,-1.3,2018-01-14
259,4,2018-01-15
259,7.6,2018-01-16
259,3.7,2018-01-17
259,6.7,2018-01-18
259,4.9,2018-01-19
259,5.2,2018-01-20
259,4.8,2018-01-21
259,9.4,2018-01-22
259,7.4,2018-01-23
259,10.3,2018-01-24
259,10.5,2018-01-25
259,7.4,2018-01-26
259,6.2,2018-01-27
259,7.7,2018-01-28
259,7.7,2018-01-29
259,8.4,2018-01-30
259,7.7,2018-01-31
259,3.7,2018-02-01
259,2.2,2018-02-02
259,1.9,2018-02-03
259,0.6,2018-02-04
259,-0.1,2018-02-05
259,-0.2,2018-02-06
259,-0.3,2018-02-07
259,0.2,2018-02-08
259,1.7,2018-02-09
259,1.5,2018-02-10
259,2.9,2018-02-11
259,1.4,2018-02-12
259,-1.3,2018-02-13
259,-0.9,2018-02-14
259,4.9,2018-02-15
259,6.4,2018-02-16
259,1.3,2018-02-17
259,0.4,2018-02-18
259,1,2018-02-19
259,0.3,2018-02-20
259,-0.1,2018-02-21
259,-1.4,2018-02-22
259,-0.4,2018-02-23
259,-0.3,2018-02-24
259,-3.8,2018-02-25
259,-6.6,2018-02-26
259,-8.2,2018-02-27
259,-7.2,2018-02-28
259,-3.1,2018-03-01
259,-1.7,2018-03-02
259,0,2018-03-03
259,5.1,2018-03-04
259,5.7,2018-03-05
259,5.1,2018-03-06
259,5.9,2018-03-07
259,8.8,2018-03-08
259,11.4,2018-03-09
259,11.7,2018-03-10
259,9.8,2018-03-11
259,10.5,2018-03-12
259,7.4,2018-03-13
259,7.1,2018-03-14
259,4.6,2018-03-15
259,8.1,2018-03-16
259,2,2018-03-17
259,-1.6,2018-03-18
259,-0.6,2018-03-19
259,0.2,2018-03-20
259,1.3,2018-03-21
259,1,2018-03-22
259,4.8,2018-03-23
